"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"52","Big Trouble in Little China","Big Trouble in Little China","Twentieth Century Fox Film Corporation","PG-13","1986","8.2","When trucker, Jack Burton agreed to take
his friend, Wang Chi to pick up his
fiancee at the airport, he never
expected to get involved in a
supernatural battle between good and
evil. Wang's fiancee has emerald green
eyes, which make her a perfect target
for immortal sorcerer, Lo Pan and his
three invincible cronies. Lo Pan must
marry a girl with green eyes so he can
regain his physical form.","Action - Adventure","N/A","N/A","Adventure doesn't come any bigger!","1986-05-30","David Z. Weinstein - Gary Goldman","USA","1:39:49","John Carpenter","Kurt Russell - Kim Cattrall - Dennis Dun"
"3819","Billy Madison","Billy Madison","Jack Giarraputo Productions","PG-13","1995","4.6","Billy Madison is the 27 year-old son of
Bryan Madison, a very rich man who has
made his living in the hotel industry.
Billy stands to inherit his father's
empire but only if he can make it
through all 12 grades, 2 weeks per
grade, to prove that he has what it
takes to run the family business.","Comedy","N/A","N/A","Billy is going back to school... Way
back.","1995-02-10","Tim Herlihy - Adam Sandler","US","1:29:52","Tamra Davis","Adam Sandler - Darren McGavin -
Bridgette Wilson"
"53","Black Knight","Black Knight","Twentieth Century Fox Film Corporation","PG-13","2001","1.4","Martin Lawrence plays Jamal, an employee
in Medieval World amusement park. After
sustaining a blow to the head, he
awakens to find himself in 14th century
England.","Adventure - Comedy","N/A","N/A","It's only a flesh wound!","2001-11-21","Darryl Quarles","US","1:35:37","Gil Junger","Martin Lawrence - Marsha Thomason - Tom
Wilkinson"
"54","Blade","Blade","New Line Cinema","R","1998","5.4","When Blade's mother was bitten by a
vampire during pregnancy, she did not
know that she gave her son a special
gift while dying: All the good vampire
attributes in combination with the best
human skills. Blade and his mentor
Whistler battle an evil vampire rebel
(Deacon Frost) who plans to take over
the outdated vampire council, capture
Blade and resurrect voracious blood god
La Magra.","Action - Horror","N/A","N/A","Part Man. Part Vampire. All Hero.","1998-08-21","David S. Goyer","US","2:00:17","Stephen Norrington","Wesley Snipes - Stephen Dorff - Kris
Kristofferson"
"55","Blade II","Blade II","New Line Cinema","R","2002","5.7","A rare mutation has occurred within the
vampire community - The Reaper. A
vampire so consumed with an insatiable
bloodlust that they prey on vampires as
well as humans, transforming victims who
are unlucky enough to survive into
Reapers themselves. Blade is asked by
the Vampire Nation for his help in
preventing a nightmare plague that would
wipe out both humans and vampires.","Sci-Fi - Action","N/A","N/A","Faster. Sharper. Deadlier.","2002-03-22","David S. Goyer","US","1:56:53","Guillermo del Toro","Wesley Snipes - Kris Kristofferson - Ron
Perlman"
"56","Blade Runner","Blade Runner","Shaw Brothers","R","1982","9.0","In the smog-choked dystopian Los Angeles
of 2019, blade runner Rick Deckard is
called out of retirement to terminate a
quartet of replicants who have escaped
to Earth seeking their creator for a way
to extend their short life spans.","Sci-Fi - Thriller","N/A","N/A","Man has made his match... now it's his
problem.","1982-06-25","Hampton Fancher - David Webb Peoples","US","1:57:36","Ridley Scott","Harrison Ford - Rutger Hauer - Sean
Young"
"3820","Blade Runner 2049","Blade Runner 2049","Alcon Entertainment","R","2017","8.7","Thirty years after the events of the
first film, a new blade runner, LAPD
Officer K, unearths a long-buried secret
that has the potential to plunge what's
left of society into chaos. K's
discovery leads him on a quest to find
Rick Deckard, a former LAPD blade runner
who has been missing for 30 years.","Sci-Fi - Mystery","N/A","N/A","There's still a page left.","2017-10-04","Hampton Fancher - Michael Green","US","2:43:27","Denis Villeneuve","Ryan Gosling - Harrison Ford - Ana de
Armas"
"57","Blade: Trinity","Blade: Trinity","New Line Cinema","R","2004","2.5","For years, Blade has fought against the
vampires in the cover of the night. But
now, after falling into the crosshairs
of the FBI, he is forced out into the
daylight, where he is driven to join
forces with a clan of human vampire
hunters he never knew existed - The
Nightstalkers. Together with Abigail and
Hannibal, two deftly trained
Nightstalkers, Blade follows a trail of
blood to the ancient creature that is
also hunting him, the original vampire,
Dracula.","Sci-Fi - Action","N/A","N/A","The final hunt begins.","2004-12-08","David S. Goyer","US","2:02:22","David S. Goyer","Wesley Snipes - Kris Kristofferson -
Dominic Purcell"
"58","The Blair Witch Project","Blair Witch Project","Artisan Entertainment","R","1999","8.7","In October of 1994 three student
filmmakers disappeared in the woods near
Burkittsville, Maryland, while shooting
a documentary. A year later their
footage was found.","Mystery - Horror","N/A","N/A","The scariest movie of all time is a true
story.","1999-07-14","Eduardo Sánchez - Daniel Myrick","US","1:21:23","Daniel Myrick - Eduardo Sánchez","Michael C. Williams - Heather Donahue -
Joshua Leonard"
"59","Blazing Saddles","Blazing Saddles","Crossbow Productions","R","1974","9.0","A town – where everyone seems to be
named Johnson – is in the way of the
railroad and, in order to grab their
land, Hedley Lemar, a politically
connected nasty person, sends in his
henchmen to make the town unlivable.
After the sheriff is killed, the town
demands a new sheriff from the Governor,
so Hedley convinces him to send the town
the first black sheriff in the west.","Comedy - Western","N/A","N/A","Never give a saga an even break!","1974-02-07","Andrew Bergman - Mel Brooks","USA","1:32:51","Mel Brooks","Cleavon Little - Gene Wilder - Harvey
Korman"
"60","Blood Diamond","Blood Diamond","Bedford Falls Productions","R","2006","6.2","An ex-mercenary turned smuggler. A Mende
fisherman. Amid the explosive civil war
overtaking 1999 Sierra Leone, these men
join for two desperate missions:
recovering a rare pink diamond of
immense value and rescuing the
fisherman's son conscripted as a child
soldier into the brutal rebel forces
ripping a swath of torture and bloodshed
countrywide.","Drama - Thriller","N/A","N/A","It will cost you everything.","2006-12-07","Charles Leavitt","US","2:23:21","Edward Zwick","Leonardo DiCaprio - Djimon Hounsou -
Jennifer Connelly"
"61","Blow","Blow","New Line Cinema","R","2001","5.5","A boy named George Jung grows up in a
struggling family in the 1950's. His
mother nags at her husband as he is
trying to make a living for the family.
It is finally revealed that George's
father cannot make a living and the
family goes bankrupt. George does not
want the same thing to happen to him,
and his friend Tuna, in the 1960's,
suggests that he deal marijuana. He is a
big hit in California in the 1960's, yet
he goes to jail, where he finds out
about the wonders of cocaine. As a
result, when released, he gets rich by
bringing cocaine to America. However, he
soon pays the price.","Biography - Crime","N/A","N/A","Based on a True Story.","2001-04-04","David McKenna - Nick Cassavetes","US","2:03:26","Ted Demme","Johnny Depp - Penélope Cruz - Ethan
Suplee"
"62","The Blues Brothers","Blues Brothers","Universal Pictures","R","1980","8.5","Jake Blues is just out of jail, and
teams up with his brother, Elwood on a
'mission from God' to raise funds for
the orphanage in which they grew up. The
only thing they can do is do what they
do best – play music – so they get their
old band together and they're on their
way, while getting in a bit of trouble
here and there.","Crime - Music","N/A","N/A","They'll never get caught. They're on a
mission from God.","1980-06-17","John Landis - Dan Aykroyd","USA","2:27:46","John Landis","Dan Aykroyd - John Belushi - James Brown"
"63","Boyz n the Hood","Boyz n the Hood","Columbia Pictures Corporation","R","1991","9.6","Boyz n the Hood is the popular and
successful film and social criticism
from John Singleton about the conditions
in South Central Los Angeles where
teenagers are involved in gun fights and
drug dealing on a daily basis.","Crime - Drama","N/A","N/A","Once upon a time in South Central L.A...
It ain't no fairy tale.","1991-07-12","John Singleton","USA","1:52:07","John Singleton","Laurence Fishburne - Cuba Gooding Jr. -
Ice Cube"
"64","Braveheart","Braveheart","Icon Entertainment International","R","1995","7.7","Enraged at the slaughter of Murron, his
new bride and childhood love, Scottish
warrior William Wallace slays a platoon
of the local English lord's soldiers.
This leads the village to revolt and,
eventually, the entire country to rise
up against English rule.","Biography - History","N/A","N/A","Every man dies. Not every man truly
lives.","1995-05-24","Randall Wallace - Randall Wallace","US","2:57:44","Mel Gibson","Mel Gibson - Catherine McCormack -
Sophie Marceau"
"65","Cannibal Holocaust","Cannibal Holocaust","F.D. Cinematografica","X","1980","6.5","A New York University professor returns
from a rescue mission to the Amazon
rainforest with the footage shot by a
lost team of documentarians who were
making a film about the area's local
cannibal tribes.","Horror - Adventure","N/A","N/A","Can a movie go too far?","1980-02-07","Gianfranco Clerici","IT","1:35:44","Ruggero Deodato","Robert Kerman - Perry Pirkanen - Luca
Barbareschi"
"66","Captain America: Civil War","Captain America: Civil War","Studio Babelsberg","PG-13","2016","9.1","Following the events of Age of Ultron,
the collective governments of the world
pass an act designed to regulate all
superhuman activity. This polarizes
opinion amongst the Avengers, causing
two factions to side with Iron Man or
Captain America, which causes an epic
battle between former allies.","Sci-Fi - Action","N/A","N/A","Divided We Fall","2016-04-27","Christopher Markus - Stephen McFeely","US","2:27:41","Anthony Russo - Joe Russo","Chris Evans - Robert Downey Jr. -
Scarlett Johansson"
"67","Captain America: The First Avenger","Captain America: The First Avenger","Paramount Pictures","PG-13","2011","8.0","Predominantly set during World War II,
Steve Rogers is a sickly man from
Brooklyn who's transformed into super-
soldier Captain America to aid in the
war effort. Rogers must stop the Red
Skull – Adolf Hitler's ruthless head of
weaponry, and the leader of an
organization that intends to use a
mysterious device of untold powers for
world domination.","Sci-Fi - Action","N/A","N/A","When patriots become heroes","2011-07-22","Stephen McFeely - Christopher Markus","US","2:04:11","Joe Johnston","Chris Evans - Hugo Weaving - Tommy Lee
Jones"
"68","Captain America: The Winter Soldier","Captain America: The Winter Soldier","Marvel Studios","PG-13","2014","8.9","After the cataclysmic events in New York
with The Avengers, Steve Rogers, aka
Captain America is living quietly in
Washington, D.C. and trying to adjust to
the modern world. But when a
S.H.I.E.L.D. colleague comes under
attack, Steve becomes embroiled in a web
of intrigue that threatens to put the
world at risk. Joining forces with the
Black Widow, Captain America struggles
to expose the ever-widening conspiracy
while fighting off professional
assassins sent to silence him at every
turn. When the full scope of the
villainous plot is revealed, Captain
America and the Black Widow enlist the
help of a new ally, the Falcon. However,
they soon find themselves up against an
unexpected and formidable enemy—the
Winter Soldier.","Sci-Fi - Action","N/A","N/A","In heroes we trust.","2014-03-20","Christopher Markus - Stephen McFeely","US","2:15:54","Joe Russo - Anthony Russo","Chris Evans - Samuel L. Jackson -
Scarlett Johansson"
"69","Captain Ron","Captain Ron","Touchwood Pacific Partners 1","PG-13","1992","2.4","When mild-mannered Martin Harvey finds
out that he has inherited a vintage
yacht, he decides to take his family on
a Caribbean vacation to retrieve the
vessel. Upon arriving on a small island
and realizing that the ship is in rough
shape, Martin and his family end up with
more than they bargained for as the
roguish Captain Ron signs on to sail the
boat to Miami. It doesn't take long
before Ron's anything-goes antics get
the Harveys into plenty of trouble.","Comedy - Adventure","N/A","N/A","Martin just wanted a nice, quiet family
vacation. Instead, he got... Captain Ron","1992-09-18","John Dwyer - Thom Eberhardt","USA","1:40:04","Thom Eberhardt","Kurt Russell - Martin Short - Mary Kay
Place"
"70","Casino","Casino","Universal Pictures","R","1995","8.0","The life of the gambling paradise – Las
Vegas – and its dark mafia underbelly.","Crime - Drama","N/A","N/A","No one stays at the top forever.","1995-11-22","Martin Scorsese - Nicholas Pileggi","FR","2:58:20","Martin Scorsese","Robert De Niro - Sharon Stone - Joe
Pesci"
